"site","Position","n_peaks","shannon","NOSC_med","NOSC_iqr","NOSC_mean","NOSC_p10","NOSC_p90","NOSC_range90","DBE_med","DBE_mean","DBE_iqr","AI_med","AI_iqr","delG_med","delG_iqr","lambda_med","lambda_iqr","Cnum_med","Cnum_iqr","frac_NOSC_pos","frac_NOSC_low","frac_AI_high","DBE_C_ratio_mean","frac_ConHC","frac_Lipid","frac_AminoSugar","frac_Protein","frac_Tannin","frac_UnsatHC","frac_Lignin","frac_Carb","frac_Other","ratio_Protein_Lignin","ratio_Lipid_Carb","ratio_UnsatHC_ConHC","npoc","biomass","respC","ssa_tot","clay","silt","fine","med","coarse"
"0027","M",2625,7.87283617502572,-0.620689655,0.909090909,-0.506154628056762,-1.3,0.461538462,1.761538462,6,7.19390476190476,7,0.063829787,0.333333333,-9869.02686710445,5177.23459019696,0.0426271503565441,0.0280404479733298,19,8,0.203809523809524,0.235809523809524,0.101333333333333,0.358410365152939,0.0815238095238095,0.108190476190476,0.0826666666666667,0.311238095238095,0.0735238095238095,0.0468571428571429,0.246857142857143,0.0331428571428571,0.016,1.2608024691358,3.26436781609195,0.574766355140187,0.346124983882752,9.14301480025409,0.00721093716422401,378.5115744,2,9.6,14.1,37.6,36.7
"0027","U",2312,7.74586822979227,-0.7,0.844444445,-0.595623396109862,-1.3743421053,0.333333333,1.7076754383,5,6.43468858131488,5,0.043478261,0.263157895,-9841.10571045967,5046.2067076806,0.0416869799382816,0.0279588698911076,18,7,0.158737024221453,0.27681660899654,0.0882352941176471,0.33399193147704,0.0653114186851211,0.146193771626298,0.0769896193771626,0.330449826989619,0.0488754325259516,0.03719723183391,0.241349480968858,0.0358996539792388,0.0177335640138408,1.36917562724014,4.07228915662651,0.56953642384106,0.267241938302044,8.66181268553726,0.0145727567027121,713.90368755,0,7.7,7.2,10,75.1
"0028","D",1795,7.49276030092238,-0.777777778,0.766666667,-0.666770256223955,-1.375,0.095238095,1.470238095,5,6.58941504178273,5,0.04,0.272727273,-10166.019180394,4874.5115118746,0.040189042801238,0.0246304160065226,19,8,0.104178272980501,0.310863509749304,0.0930362116991643,0.328820275946953,0.0685236768802228,0.147632311977716,0.0746518105849582,0.354317548746518,0.015041782729805,0.052924791086351,0.24066852367688,0.0256267409470752,0.0206128133704735,1.47222222222222,5.76086956521739,0.772357723577236,0.203632853005328,9.15228834438306,0.0211186398255086,797.2728312,7.3,0,1.5,6.8,84.4
"0029","D",2060,7.63046126178363,-0.615384615,0.947856829,-0.52820866681165,-1.333333333,0.363636364,1.696969697,5.5,6.44660194174757,6,0.090909091,0.314285714,-9326.58072865073,4736.89612935817,0.0451277011597724,0.0299634503771831,18,8,0.19126213592233,0.252427184466019,0.0975728155339806,0.357187974241274,0.0742718446601942,0.117961165048544,0.0723300970873786,0.31747572815534,0.0538834951456311,0.029126213592233,0.302912621359223,0.0194174757281553,0.012621359223301,1.04807692307692,6.075,0.392156862745098,0.294289977914403,8.75358305889291,0.197624306094431,181.0472367,10.4,13.8,32.4,27.2,16.2
"0029","U",2316,7.74759683869288,-0.666666667,0.8723613845,-0.591480771579447,-1.333333333,0.2264957265,1.5598290595,5,6.44300518134715,5,0.047619048,0.2986842105,-9687.44994542684,5148.88554194025,0.0432544099865201,0.0295573215850854,18,9,0.152849740932642,0.265975820379965,0.0841968911917098,0.339341298364716,0.059153713298791,0.121761658031088,0.0738341968911917,0.349309153713299,0.0397236614853195,0.0457685664939551,0.266839378238342,0.0280656303972366,0.0155440414507772,1.30906148867314,4.33846153846154,0.773722627737226,0.200585493228396,8.5910646070265,0.0246373307098922,246.30948075,20.3,2.5,38.7,14.3,24.2
"0030","U",2563,7.84893372636407,-0.692307692,0.73030303,-0.599928740067889,-1.294117647,0.181818182,1.475935829,5,7.06476785017558,6,0.037037037,0.294117647,-10445.8383971701,5572.96919858506,0.0391628062537535,0.0260884090759563,19,9,0.131876706984003,0.238782676550917,0.10222395630121,0.333812335613776,0.0581349980491611,0.103394459617636,0.092859929769801,0.337104955130706,0.0319937573156457,0.0534529847834569,0.258291065158018,0.0452594615684744,0.0195083886071011,1.30513595166163,2.28448275862069,0.919463087248322,0.156543971348985,8.57518784492766,0.0246316446146704,0.45375,0,100,0,0,0
"0031","D",2137,7.66715825531915,-0.7,0.876190477,-0.602798431431446,-1.368421053,0.272727273,1.641148326,5,6.43893308376228,6,0.041666667,0.285714286,-9975.28455381489,4666.72690348659,0.0416355377902495,0.0253869640335776,19,8,0.158633598502574,0.278427702386523,0.0818905007019186,0.327084645562906,0.0542817033224146,0.117454375292466,0.0861020121665887,0.336452971455311,0.055217594759008,0.0416471689284043,0.257370145063173,0.0294805802526907,0.0219934487599438,1.30727272727273,3.98412698412698,0.767241379310345,0.151034526676547,9.55750720190566,0.00527072382132271,445.87234605,6.8,27.1,12.9,6.5,46.7
"0031","M",2451,7.80425138352811,-0.666666667,0.76,-0.601582571261526,-1.310344828,0.2,1.510344828,5,6.67319461444308,6,0.043478261,0.285714286,-10111.1768671044,5176.66343355221,0.0408224520347777,0.025673728732362,19,8,0.141982864137087,0.248470012239902,0.0795593635250918,0.330228526328737,0.050999592003264,0.0966952264381885,0.0889432884536924,0.343941248470012,0.047327621379029,0.0432476540187679,0.276621787025704,0.036311709506324,0.0159118727050184,1.24336283185841,2.66292134831461,0.848,0.143169255556474,8.06069784035361,0.00382660807237875,493.29436785,7,19.9,15.9,5.4,51.8
"0031","U",2295,7.73848812249464,-0.666666667,0.777777778,-0.585885380114161,-1.294117647,0.217543859599999,1.5116615066,5,6.74291938997821,6,0.052631579,0.294117647,-9978.71149368356,4814.08074684174,0.0416251438423389,0.0253342490775813,19,8,0.14161220043573,0.238344226579521,0.0871459694989107,0.337707666897799,0.0557734204793028,0.0906318082788671,0.085838779956427,0.348583877995643,0.0514161220043573,0.0474945533769063,0.27363834422658,0.028322440087146,0.0183006535947712,1.27388535031847,3.2,0.8515625,0.169729666658478,9.56820172406699,0.00386650525682282,336.67365105,10.9,31.9,15.8,6.4,35
"0032","D",1971,7.58629630715272,-0.666666667,0.94117647,-0.559963571258245,-1.333333333,0.4,1.733333333,5,6.48249619482496,6,0.083333333,0.333333333,-9318.56533703878,4691.79227690749,0.0444237805228952,0.0298765603069503,18,7,0.193810248604769,0.271943176052765,0.0994419076610857,0.352359529120613,0.0776255707762557,0.127346524606799,0.0644342973110096,0.306950786402841,0.0568239472349061,0.0345002536783359,0.275494672754947,0.0355149670218163,0.0213089802130898,1.11418047882136,3.58571428571429,0.444444444444444,0.854771928603737,7.28103336724773,0.0429493145680387,713.8261722,5.5,0,8.8,10.7,75
"0032","M",2591,7.85979918056211,-0.615384615,1,-0.503500083768043,-1.285714286,0.454545455,1.740259741,6,7.28020069471247,6,0.103448276,0.363636364,-9786.83455381489,4893.48843355226,0.0431264100822716,0.0271884857076986,19,8,0.211501350829795,0.241219606329602,0.106522578155152,0.368116313656601,0.083751447317638,0.108066383635662,0.0609803164801235,0.306059436511,0.0702431493631802,0.0447703589347742,0.285989965264377,0.0219992280972597,0.0181397143959861,1.07017543859649,4.91228070175439,0.534562211981567,0.363489386900929,7.68574173860226,0.0104923506347162,735.27821415,0,5.3,7.6,9.7,77.4
"0032","U",2714,7.90617884039482,-0.6568627455,1.047619048,-0.52649890893294,-1.333333333,0.454545455,1.787878788,6,7.12159174649963,6,0.095238095,0.333333333,-9786.83455381489,5116.6874909045,0.0431652353915998,0.028329203528685,19,8,0.211127487103906,0.261974944731024,0.108695652173913,0.362884670307341,0.0865880619012528,0.129329403095063,0.0596904937361828,0.309137803979366,0.0655858511422255,0.0431098010316875,0.2689756816507,0.0206337509211496,0.0169491525423729,1.14931506849315,6.26785714285714,0.497872340425532,0.518677659681251,7.5910646070265,0.128321743640075,488.5051656,9.1,0,4.3,38,48.6
"0033","M",3172,8.06211758275474,-0.714285714,0.769433465,-0.610117264895649,-1.294117647,0.24,1.534117647,6,7.70870113493064,7,0.066666667,0.333333333,-10919.819180394,6013.22690348657,0.0376754186517601,0.0251029192912044,21,10,0.147856242118537,0.253152585119798,0.0778688524590164,0.339205272132293,0.0532786885245902,0.0970996216897856,0.0721941992433796,0.337957124842371,0.0498108448928121,0.0753467843631778,0.271752837326608,0.026796973518285,0.0157629255989912,1.24361948955916,3.62352941176471,1.41420118343195,0.119073055603672,7.29225607135648,0.00470475435215659,526.3124076,7.1,0,14.3,25,53.6
"0033","U",2673,7.89095671613892,-0.769230769,0.761133603,-0.663041791843247,-1.333333333,0.19047619,1.523809523,5,7.08679386457164,7,0.04,0.304347826,-10636.5730237492,5687.74227690741,0.0381290178442298,0.0251440897479156,20,9,0.130564908342686,0.293303404414516,0.0714552936775159,0.322473595550164,0.0531238309016087,0.11672278338945,0.0722035166479611,0.353535353535354,0.040778151889263,0.0710811821922933,0.244294799850355,0.0303030303030303,0.0179573512906846,1.44716692189893,3.85185185185185,1.33802816901408,0.199332575826786,7.50514997831991,0.0110640373766673,229.4412036,13.4,0,20.5,46.2,19.9
"0034","D",2487,7.8188324438034,-0.571428571,1,-0.508690313514274,-1.333333333,0.424060150800001,1.7573934838,6,7.16887816646562,7,0.11627907,0.4,-9453.31533703878,4780.35766851939,0.0448757769758958,0.0281507349318485,18,7,0.223964616003217,0.246079613992762,0.170888620828307,0.382063341254867,0.143144350623241,0.11741053478086,0.0627261761158022,0.289907519099316,0.0402090872537193,0.0349819059107358,0.277844792923201,0.0213108162444713,0.012464817048653,1.04341534008683,5.50943396226415,0.24438202247191,0.381766319380417,9.16136800223497,0.33203162456205,338.486874,15.8,11.2,13.7,25.8,33.5
"0034","M",1710,7.44424864949671,-0.75,0.833333333,-0.58869310722807,-1.375,0.430158730500002,1.8051587305,5,7.07485380116959,6,0.0600240095,0.307692308,-9883.91533703878,4956.27498180898,0.0410563706392254,0.0272277411654489,18,7,0.156140350877193,0.290643274853801,0.14093567251462,0.35720131083907,0.111695906432749,0.148538011695906,0.068421052631579,0.335087719298246,0.0292397660818713,0.0426900584795322,0.217543859649123,0.0210526315789474,0.0257309941520468,1.54032258064516,7.05555555555556,0.382198952879581,0.537785231985063,8.65991620006985,0.0214379722204129,728.2701333,10,1.4,5.2,6.4,77
"0034","U",2075,7.6377164326648,-0.666666667,0.9262955185,-0.546627754045783,-1.333333333,0.375,1.708333333,6,7.03180722891566,6,0.083333333,0.36,-9680.57686710445,4896.27306013132,0.0432159768147846,0.0286951607668145,18,7,0.190361445783133,0.261204819277108,0.138313253012048,0.365462771881657,0.111325301204819,0.113734939759036,0.0679518072289157,0.32433734939759,0.0366265060240964,0.0385542168674699,0.266506024096386,0.0236144578313253,0.0173493975903614,1.21699819168174,4.81632653061224,0.346320346320346,0.315759422726636,9.62428209583567,0.0679731129526212,575.0250846,2,11.2,12.9,14.1,59.8
"0035","M",3410,8.13446757027756,-0.5485893415,0.947368421,-0.45717327818915,-1.25,0.461538462,1.711538462,7,7.81378299120235,6,0.12347561,0.35,-10354.469180394,5116.12593355227,0.0408398904772792,0.0246824063855707,20,9,0.229325513196481,0.204105571847507,0.110850439882698,0.375925976745688,0.0891495601173021,0.092375366568915,0.0645161290322581,0.26891495601173,0.0850439882697947,0.0319648093841642,0.329618768328446,0.0278592375366569,0.0105571847507331,0.815836298932384,3.31578947368421,0.358552631578947,0.148586089154672,8.80753502806885,0.0179509611575393,628.9189806,9.7,0,13.2,11.3,65.8
"0035","U",2509,7.82763954636642,-0.518518519,0.9375,-0.433967234396572,-1.230769231,0.5,1.730769231,6,7.73495416500598,6,0.12,0.35483871,-9841.67686710445,4801.47690348652,0.0434528549787242,0.0262313278916799,19,8,0.232363491430849,0.199282582702272,0.113989637305699,0.385453180894393,0.0964527700278996,0.0976484655241132,0.068154643284177,0.260263053009167,0.0801115982463133,0.0342766042247908,0.317257871662017,0.0286966919091271,0.0171383021123954,0.82035175879397,3.40277777777778,0.355371900826446,0.194341405246744,8.68841982200271,0.0290883171283557,599.0487282,12.2,0,12.6,12.7,62.5
"0037","D",2937,7.98514393119862,-0.8,0.706131078,-0.66599330421825,-1.3,0.25,1.55,6,7.4354783792986,8,0.0625,0.290322581,-10825.0230237492,6779.63074684177,0.0367039641852328,0.0268403050311185,20,11,0.136193394620361,0.29826353421859,0.0612870275791624,0.317016638217509,0.0469867211440245,0.110997616615594,0.0864828055839292,0.321075927817501,0.0449438202247191,0.0762683009874021,0.26796050391556,0.0262172284644195,0.0190670752468505,1.19822109275731,4.23376623376623,1.6231884057971,0.332646093237032,8.45484486000851,0.0184084193875724,514.93153845,9.9,0.7,2.4,35.3,51.7
"0038","M",2153,7.67461749736436,-0.64516129,0.919298246,-0.543760361698096,-1.333333333,0.428571429,1.761904762,6,7.039479795634,5,0.071428571,0.333333333,-9839.39224052534,5217.18843355226,0.0422893448422915,0.0282964188427829,19,8,0.191825359962843,0.262888992104041,0.109150023223409,0.356910527346044,0.086855550394798,0.143056200650255,0.0710636321411983,0.303297724105899,0.0571295866233163,0.0455178820250813,0.250812819321876,0.0274036228518347,0.0148629818857408,1.20925925925926,5.22033898305085,0.524064171122995,0.186185182885177,8.88649072517248,0.00913525430044091,113.2070382,0,12.4,48.3,31,8.3
"0038","U",2566,7.85010354517558,-0.593593594,1,-0.485276688181216,-1.263157895,0.5,1.763157895,6,7.66601714731099,7,0.090909091,0.36,-10057.4768671044,5064.99613845368,0.0421922349518897,0.0254648201382948,20,8,0.235385814497272,0.230709275136399,0.107170693686672,0.36641520168722,0.0939204988308652,0.0896336710833983,0.063912704598597,0.321122369446609,0.0779423226812159,0.0498830865159782,0.265783320342946,0.0222135619641465,0.0155884645362432,1.20821114369501,4.03508771929825,0.531120331950207,0.26086619168456,8.49276038902684,0.0322177557095452,263.86957185,3,4.7,20.9,48,23.4
"0039","D",2416,7.78986855905471,-0.571428571,1,-0.503450859001242,-1.3,0.363636364,1.663636364,5,6.46688741721854,6,0.076923077,0.333333333,-9145.00380697311,4612.45574684175,0.0462679317704981,0.0308555456562769,18,7,0.203228476821192,0.225993377483444,0.10182119205298,0.353519369356336,0.0786423841059603,0.105960264900662,0.0823675496688742,0.287665562913907,0.0558774834437086,0.0355960264900662,0.28932119205298,0.0463576158940397,0.0182119205298013,0.994277539341917,2.28571428571429,0.452631578947368,0.356542272126816,9.33445375115093,0.340565142007926,219.2016834,20.4,5.2,32.2,21.4,20.8
"0039","M",2578,7.85476918349913,-0.608695652,0.916666667,-0.534115249967417,-1.333333333,0.380952381,1.714285714,6,6.65593483320403,6,0.083333333,0.333333333,-9505.87302374922,4798.32594264774,0.0443674532130384,0.0290700378494087,18,7,0.200930954228084,0.248642358417378,0.118308766485648,0.355540964854547,0.0930954228083786,0.128006206361521,0.0713731574864236,0.301396431342126,0.0504266873545384,0.0228859581070597,0.294026377036462,0.0244375484871994,0.0143522110162917,1.02506596306069,5.23809523809524,0.245833333333333,0.286758300846888,9.76417613239033,0.0311327967468746,39.2841789,6.2,76.6,4.4,9.6,3.2
"0039","U",2406,7.78572089653462,-0.631578947,0.857142857,-0.553192056782211,-1.285714286,0.285714286,1.571428572,6,6.80631753948462,6,0.076923077,0.333333333,-9504.73071045967,5227.7836293582,0.0440314073883771,0.0303283543343623,18,9,0.171238570241064,0.241064006650042,0.102660016625104,0.349029651345391,0.0764754779717373,0.100166251039069,0.0860349127182045,0.300498753117207,0.0423940149625935,0.0473815461346633,0.292186201163757,0.0390689941812136,0.0157938487115544,1.02844950213371,2.56382978723404,0.619565217391304,0.261908676831632,9.61489721603314,0.265531278265926,89.76698415,0,19.7,52.6,21.1,6.6
"0040","M",1636,7.40000951716269,-0.75,0.811111111,-0.682602918452323,-1.4431524545,0.1291666665,1.572319121,5,6.35574572127139,5,0.058823529,0.25,-10166.019180394,4617.32017761491,0.0401193385533821,0.024524435358914,18.5,8,0.116136919315403,0.302567237163814,0.0715158924205379,0.315468218513714,0.0519559902200489,0.150977995110024,0.0654034229828851,0.317848410757946,0.0360635696821516,0.0281173594132029,0.306845965770171,0.0256723716381418,0.0171149144254279,1.03585657370518,5.88095238095238,0.541176470588235,0.421348108157154,9.84135947045485,0.173705879684239,138.52759005,5.1,62.7,14.1,4,14.1
"0041","D",2286,7.73455884435476,-0.64,0.826086957,-0.56708173575853,-1.310344828,0.266666667,1.577011495,6,6.5997375328084,6,0.066666667,0.28809523825,-9962.68071045967,4706.68074684174,0.0420467442409506,0.0258056052456474,19,8,0.161854768153981,0.246719160104987,0.084426946631671,0.342881947377259,0.0599300087489064,0.108923884514436,0.078740157480315,0.31583552055993,0.0516185476815398,0.0332458442694663,0.304899387576553,0.031496062992126,0.0153105861767279,1.03586800573888,3.45833333333333,0.554744525547445,0.203766279617135,9.32014628611105,0.0116010660207124,577.5074916,8.4,0,10,22.2,59.4
"0041","M",2002,7.60190195987517,-0.75,0.839285714,-0.662761612711289,-1.422105263,0.166666667,1.58877193,5,6.61538461538461,5,0.058823529,0.272727273,-10245.9268671044,5016.99132516416,0.0396222639649886,0.0251383942704573,19,8,0.124875124875125,0.312187812187812,0.0949050949050949,0.331022376746559,0.0674325674325674,0.167832167832168,0.0674325674325674,0.327672327672328,0.0244755244755245,0.0414585414585415,0.266233766233766,0.021978021978022,0.0154845154845155,1.23076923076923,7.63636363636364,0.614814814814815,0.39705085229676,9.56348108539441,0.232314082194823,331.916199,13.2,0,19.3,35.7,31.8
"0041","U",2259,7.722677516468,-0.625,0.857142857,-0.567353926272687,-1.333333333,0.285714286,1.619047619,6,6.71447543160691,5,0.081081081,0.3,-9881.63071045967,4666.65574684174,0.0422696990074957,0.0251419981124655,19,8,0.17220008853475,0.246126604692342,0.0867640548915449,0.344381182986053,0.0641876936697654,0.113767153607791,0.0756972111553785,0.305887560867641,0.0513501549358123,0.0283311199645861,0.3178397521027,0.0314298362107127,0.0115095174856131,0.962395543175487,3.61971830985915,0.441379310344828,0.223541108341611,9.25285303097989,0.11297290522686,528.08103285,5.7,7.9,13.7,18.3,54.4
"0042","D",2401,7.78364059622125,-0.5,1,-0.463978973838401,-1.368421053,0.421052632,1.789473685,6,7.05247813411079,6,0.142857143,0.333333333,-9413.36149368356,4544.43843355225,0.0456401705071893,0.0279280696264932,18,7,0.249479383590171,0.221990837151187,0.0999583506872137,0.377371631212458,0.083298625572678,0.126613910870471,0.0470637234485631,0.245314452311537,0.0745522698875469,0.0241566014160766,0.371095376926281,0.0162432319866722,0.0116618075801749,0.661054994388328,7.79487179487179,0.29,1.08973501720996,9.63648789635337,0.0807513223830735,160.1289504,34.6,0,30,20.8,14.6
"0043","D",1978,7.58984151218266,-0.4336075205,1.06501548,-0.429385264106168,-1.3153846155,0.447474747299999,1.7628593628,6,6.72952477249747,6,0.117647059,0.36,-8753.21533703878,4357.13074684179,0.0493896877883253,0.0302933667637384,17,7,0.270475227502528,0.208796764408493,0.126895854398382,0.380735585333651,0.100606673407482,0.10262891809909,0.0647118301314459,0.267441860465116,0.0662285136501517,0.0096056622851365,0.340748230535895,0.0298281092012133,0.0182002022244692,0.78486646884273,3.44067796610169,0.0954773869346734,0.423474271467691,9.3747483460101,0.0504321126415171,126.2702097,48.8,18.2,14,6.4,12.6
"0043","M",2503,7.82524529143177,-0.588235294,1,-0.51398349839153,-1.289400922,0.352941176,1.642342098,6,6.66240511386336,6,0.090909091,0.333333333,-9224.91149368356,4662.13845174327,0.0459104596677724,0.0287470584643817,18,8,0.20455453455853,0.222932481022773,0.103076308429884,0.36049942016964,0.0795045944866161,0.097882540950859,0.0775069916100679,0.312824610467439,0.0499400719137036,0.0283659608469836,0.320815021973632,0.0235717139432681,0.00958849380743108,0.975093399750934,4.15254237288136,0.35678391959799,0.212994087557298,9.92582757462474,0.0818208994884741,10.840812,36.4,21.2,39.6,2.7,0.1
"0047","D",1784,7.48661331313996,-0.52173913,1.08083333325,-0.465514132668722,-1.333333333,0.454545455,1.787878788,7,7.53587443946188,6,0.14893617,0.35483871,-9787.97686710445,4045.67785522988,0.0438234830249964,0.0230566226208655,19,7,0.25280269058296,0.224215246636771,0.122757847533632,0.380268698087769,0.106502242152466,0.102017937219731,0.0493273542600897,0.255605381165919,0.0723094170403587,0.0151345291479821,0.361547085201794,0.0213004484304933,0.0162556053811659,0.706976744186047,4.78947368421053,0.142105263157895,0.713289597737272,8.9415114326344,0.109678219280327,44.30727675,40.3,6.5,42.7,7.3,3.2
"0050","D",1691,7.43307534889858,-0.6,1.0226244345,-0.498534571424601,-1.368421053,0.5,1.868421053,6,7.39562389118865,6,0.12,0.333333333,-9963.82302374922,4003.13460838805,0.0422696990074956,0.0223642390639489,19,7,0.247191011235955,0.250739207569486,0.107037256061502,0.364820595908267,0.0981667652276759,0.115907746895328,0.0508574807806032,0.291543465405086,0.0898876404494382,0.023063276167948,0.301596688350089,0.013010053222945,0.015966883500887,0.966666666666667,8.90909090909091,0.234939759036145,0.282345876189868,8.88081359228079,0.00744202389318342,693.1066968,7.8,0,4.9,14.8,72.5
"0050","M",1728,7.454719949364,-0.6,1.170516983,-0.508024509987847,-1.4179824565,0.5,1.9179824565,7,7.52488425925926,6,0.142857143,0.3360655735,-9977.569180394,4129.01248180898,0.0420762108714158,0.0228771183113838,19,7,0.252314814814815,0.286458333333333,0.117476851851852,0.371387866050005,0.106481481481481,0.147569444444444,0.0364583333333333,0.255787037037037,0.0850694444444444,0.0289351851851852,0.30787037037037,0.00925925925925926,0.0225694444444444,0.830827067669173,15.9375,0.271739130434783,0.645657347429537,8.33445375115093,0.0219403718668082,711.2830584,10.3,0,7.8,6.8,75.1
"0050","U",2823,7.94555542825349,-0.285714286,1.190789474,-0.29199692774141,-1.248275862,0.636363636,1.884639498,8,9.01558625575629,8,0.219512195,0.428571429,-10126.0653370388,4332.06537342087,0.0424321511586388,0.0215797441837549,20,8.5,0.370527807297202,0.180304640453418,0.155154091392136,0.427743937586563,0.151257527453064,0.0782855118668084,0.0286928799149841,0.209705986539143,0.128940843074743,0.0301098122564648,0.352461919943323,0.00991852639036486,0.0106269925611052,0.594974874371859,7.89285714285714,0.199063231850117,0.307153704778487,9.92634244662566,0.0125665626813697,630.22574355,0,11.7,8.7,13.8,65.8
"0051","M",1651,7.40913644392013,-0.631578947,1.142857143,-0.5794805290745,-1.538461538,0.461538462,2,6,6.9824348879467,7,0.130434783,0.314285714,-10072.3653370388,4177.90960838805,0.0416251438423389,0.0231699985309189,19,7,0.229557843731072,0.313749242883101,0.0884312537855845,0.350711376602659,0.082374318594791,0.179285281647486,0.0321017565112053,0.246517262265294,0.0872198667474258,0.0133252574197456,0.330102967898244,0.013930950938825,0.0151423379769836,0.746788990825688,12.8695652173913,0.161764705882353,0.542675282893277,9.45024910831936,0.110112914632793,28.3828521,14.6,8.6,62.3,14,0.5
"0051","U",1423,7.26052259808985,-0.526315789,1.111111111,-0.468308648912157,-1.4059259256,0.5,1.9059259256,7,7.71047083626142,7,0.161290323,0.35483871,-9882.77302374923,3848.33653006567,0.0431264100822716,0.0220726981216257,19,7,0.270555165144062,0.240337315530569,0.104708362614195,0.379038457601908,0.101897399859452,0.108924806746311,0.044975404075896,0.252986647926915,0.101897399859452,0.0210822206605762,0.340829234012649,0.0105411103302881,0.016865776528461,0.742268041237113,10.3333333333333,0.206896551724138,0.362874417405872,8.55509444857832,0.00579975810262248,221.74676235,11.8,3.3,30.1,34.9,19.9
"0052","D",1788,7.48885295573346,-0.666666667,0.914285715,-0.539878410840604,-1.333333333,0.428571429,1.761904762,5,6.37192393736018,5,0.058823529,0.310344828,-9129.544180394,4669.842286003,0.045489276580081,0.0308953327778001,17,7,0.187919463087248,0.261744966442953,0.092841163310962,0.353916319317579,0.0727069351230425,0.120246085011186,0.0766219239373602,0.334451901565996,0.0548098434004474,0.0447427293064877,0.252237136465324,0.0206935123042506,0.023489932885906,1.32594235033259,5.81081081081081,0.615384615384615,0.402075991189427,8.35024801833416,0.0431188050660793,336.4128852,16.2,0,21.6,29.4,32.8
"0052","M",2047,7.62413058566129,-0.75862069,0.863768116,-0.66994036131998,-1.428571429,0.181818182,1.610389611,5,6.16658524670249,5,0.034482759,0.285714286,-9843.96149368356,5138.99421677614,0.0412394681430803,0.02902935688914,18,8,0.130923302393747,0.319491939423547,0.0864680019540791,0.323547606546844,0.0605764533463605,0.163654127992184,0.0639960918417196,0.346360527601368,0.0288226673180264,0.0478749389350269,0.249633610161212,0.0205178309721544,0.0185637518319492,1.38747553816047,7.97619047619048,0.790322580645161,0.514581271035439,8.42651126136458,0.139122327261928,102.5864766,22.7,0,34.2,36.1,7
"0052","U",2159,7.67740043051481,-0.666666667,0.971659919,-0.556585148473367,-1.384615385,0.461538462,1.846153847,5,6.60074108383511,6,0.076923077,0.333333333,-9452.17302374922,4926.49804194029,0.044031407388377,0.0299976860568456,18,8,0.200555812876332,0.283001389532191,0.100046317739694,0.353240054616347,0.0852246410375174,0.14219546086151,0.0653080129689671,0.321445113478462,0.063918480778138,0.0421491431218157,0.251042149143122,0.0143584993052339,0.0143584993052339,1.28044280442804,9.90322580645161,0.494565217391304,0.215126944128326,8.25285303097989,0.0357313851406275,357.5770557,0,21,15.8,27.9,35.3
"0053","D",2327,7.75233516330229,-0.571428571,1,-0.457433224493339,-1.285714286,0.5,1.785714286,6,6.85947571981092,7,0.096774194,0.357142857,-9128.97302374922,4611.88459019699,0.0465771855194545,0.028801731162755,18,8,0.240653201547056,0.228620541469703,0.118177911474001,0.369079899748508,0.100558659217877,0.0936828534593898,0.0747743876235496,0.30554361839278,0.0812204555221315,0.0369574559518694,0.264288783841856,0.0305113880532875,0.0124623979372583,1.15609756097561,3.07042253521127,0.367521367521367,0.23840561188265,8.32837960343874,0.0437607388316151,479.9022,6.6,2,12.9,30.3,48.2
"0053","M",2088,7.64396194900253,-0.5,1.173913043,-0.424296263149425,-1.333333333,0.6,1.933333333,6,7.14272030651341,7,0.1158318425,0.3691729325,-9304.819180394,4305.1442167761,0.0462679317704981,0.0269324016779331,18,7,0.290229885057471,0.238026819923372,0.134578544061303,0.38078638676951,0.12595785440613,0.114942528735632,0.0598659003831418,0.293103448275862,0.0953065134099617,0.0268199233716475,0.254789272030651,0.0181992337164751,0.0110153256704981,1.15037593984962,6.31578947368421,0.212927756653992,0.238906065290534,8.34830486304816,0.107190597435664,586.80540555,2.9,3.3,14.3,18.9,60.6
"0053","U",2447,7.80261806344267,-0.461538462,1.185185185,-0.378160880535349,-1.294117647,0.627631578800001,1.9217492258,6,7.41969758888435,7,0.125,0.381962865,-9398.47302374923,4372.01921677606,0.0457665266188929,0.025972850284229,19,8,0.309358398038414,0.219043727012669,0.129546383326522,0.386873927572809,0.122599100939926,0.0939926440539436,0.0674295055169595,0.276665304454434,0.115651818553331,0.0257458111973846,0.263996730690642,0.0228851655087863,0.0110339190845934,1.04798761609907,4.10714285714286,0.21,0.202214559591011,7.88761730033574,0.0344745846203003,543.8531268,2.8,3.2,12.4,26.2,55.4
"0055","U",1694,7.434847875212,-0.727272727,0.840909091,-0.622158966680047,-1.375,0.2,1.575,5,6.00590318772137,4,0.052631579,0.259259259,-9600.669180394,4519.37306013129,0.0426138119807576,0.0282789998503468,18,7,0.136953955135773,0.292798110979929,0.0909090909090909,0.332128941565159,0.0661157024793388,0.139905548996458,0.076741440377804,0.32939787485242,0.0312868949232586,0.0188902007083825,0.277449822904368,0.0365997638724911,0.0236127508854782,1.18723404255319,3.82258064516129,0.285714285714286,0.448618285841249,9.28780172993023,0.0773937677053824,808.08761715,1.8,6.1,3.8,2.4,85.9
